epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1714581081129,2024-05-01T19:31:21.129,3.620,-50.793,-135.854,-134.024
1714581081139,2024-05-01T19:31:21.139,3.630,-36.280,-115.427,-147.500
1714581081149,2024-05-01T19:31:21.149,3.640,-39.390,-93.415,-134.207
1714581081159,2024-05-01T19:31:21.159,3.650,-58.171,-100.976,-132.195
1714581081169,2024-05-01T19:31:21.169,3.660,-29.268,-105.366,-129.695
1714581081179,2024-05-01T19:31:21.179,3.670,-121.220,-82.439,-111.280
1714581081189,2024-05-01T19:31:21.189,3.680,-159.329,-84.878,-106.280
1714581081199,2024-05-01T19:31:21.199,3.690,-156.098,-74.695,-98.963
1714581081209,2024-05-01T19:31:21.209,3.700,-185.305,-68.354,-62.988
1714581081219,2024-05-01T19:31:21.219,3.710,-201.646,-74.207,-27.622
1714581081229,2024-05-01T19:31:21.229,3.720,-220.671,-83.902,-6.890
1714581081239,2024-05-01T19:31:21.239,3.730,-267.378,-90.732,-1.890
1714581081249,2024-05-01T19:31:21.249,3.740,-270.305,-89.634,-11.524
1714581081259,2024-05-01T19:31:21.259,3.750,-270.610,-91.646,-25.976
1714581081269,2024-05-01T19:31:21.269,3.760,-286.646,-106.707,-38.476
1714581081279,2024-05-01T19:31:21.279,3.770,-295.488,-122.256,-46.280
1714581081289,2024-05-01T19:31:21.289,3.780,-273.537,-125.427,-52.866
1714581081299,2024-05-01T19:31:21.299,3.790,-240.732,-91.829,-65.671
1714581081309,2024-05-01T19:31:21.309,3.800,-214.634,-18.963,-59.939
1714581081319,2024-05-01T19:31:21.319,3.810,-158.841,52.500,-41.524
1714581081329,2024-05-01T19:31:21.329,3.820,-138.659,93.232,-35.854
1714581081339,2024-05-01T19:31:21.339,3.830,-103.902,104.756,-43.293
1714581081349,2024-05-01T19:31:21.349,3.840,-76.280,100.793,-47.134
1714581081359,2024-05-01T19:31:21.359,3.850,-66.098,88.963,-45.122
1714581081369,2024-05-01T19:31:21.369,3.860,-52.805,72.073,-48.841
1714581081379,2024-05-01T19:31:21.379,3.870,-59.817,56.463,-46.280
1714581081389,2024-05-01T19:31:21.389,3.880,-25.122,43.598,-44.268
1714581081399,2024-05-01T19:31:21.399,3.890,-14.207,34.146,-45.305
1714581081409,2024-05-01T19:31:21.409,3.900,-14.390,30.244,-41.829
1714581081419,2024-05-01T19:31:21.419,3.910,-21.768,28.354,-29.268
1714581081429,2024-05-01T19:31:21.429,3.920,-15.244,25.732,-2.805
1714581081439,2024-05-01T19:31:21.439,3.930,63.415,24.390,-10.244
1714581081449,2024-05-01T19:31:21.449,3.940,-83.110,37.134,8.476
1714581081459,2024-05-01T19:31:21.459,3.950,-140.122,35.793,55.244
1714581081469,2024-05-01T19:31:21.469,3.960,-162.866,20.915,97.073
1714581081479,2024-05-01T19:31:21.479,3.970,-207.805,17.683,136.768
1714581081489,2024-05-01T19:31:21.489,3.980,-93.232,31.159,172.744
1714581081499,2024-05-01T19:31:21.499,3.990,-118.659,21.220,177.073
1714581081509,2024-05-01T19:31:21.509,4.000,-216.707,-7.561,164.939
1714581081519,2024-05-01T19:31:21.519,4.010,-189.451,-34.512,176.159
1714581081529,2024-05-01T19:31:21.529,4.020,-124.634,-63.110,194.573
1714581081539,2024-05-01T19:31:21.539,4.030,-120.854,-97.622,205.366
1714581081549,2024-05-01T19:31:21.549,4.040,-170.915,-135.671,194.878
1714581081559,2024-05-01T19:31:21.559,4.050,-210.976,-176.280,170.732
1714581081569,2024-05-01T19:31:21.569,4.060,-223.963,-210.610,168.110
1714581081579,2024-05-01T19:31:21.579,4.070,-197.134,-222.500,179.329
1714581081589,2024-05-01T19:31:21.589,4.080,-152.317,-223.720,193.171
1714581081599,2024-05-01T19:31:21.599,4.090,-116.159,-222.866,203.415
1714581081609,2024-05-01T19:31:21.609,4.100,-86.037,-221.646,210.671
1714581081619,2024-05-01T19:31:21.619,4.110,-50.549,-219.878,225.000
1714581081629,2024-05-01T19:31:21.629,4.120,75.488,-234.634,259.390
1714581081639,2024-05-01T19:31:21.639,4.130,176.220,-273.110,288.659
1714581081649,2024-05-01T19:31:21.649,4.140,155.671,-251.220,288.659
1714581081659,2024-05-01T19:31:21.659,4.150,67.866,-214.878,271.646
1714581081669,2024-05-01T19:31:21.669,4.160,60.061,-202.683,264.817
1714581081679,2024-05-01T19:31:21.679,4.170,59.817,-178.902,258.293
1714581081689,2024-05-01T19:31:21.689,4.180,91.220,-149.878,225.305
1714581081699,2024-05-01T19:31:21.699,4.190,52.927,-134.695,182.195
1714581081709,2024-05-01T19:31:21.709,4.200,37.317,-121.220,148.902
1714581081719,2024-05-01T19:31:21.719,4.210,37.256,-104.695,110.610
1714581081729,2024-05-01T19:31:21.729,4.220,19.329,-85.671,76.280
1714581081739,2024-05-01T19:31:21.739,4.230,-15.915,-68.720,45.244
1714581081749,2024-05-01T19:31:21.749,4.240,-26.220,-52.195,26.037
1714581081759,2024-05-01T19:31:21.759,4.250,-37.317,-44.451,16.890
1714581081769,2024-05-01T19:31:21.769,4.260,-35.976,-54.878,15.366
1714581081779,2024-05-01T19:31:21.779,4.270,-48.963,-77.317,12.073
1714581081789,2024-05-01T19:31:21.789,4.280,-74.390,-110.305,2.012
1714581081799,2024-05-01T19:31:21.799,4.290,-3.476,-129.024,3.171
1714581081809,2024-05-01T19:31:21.809,4.300,278.476,-128.293,13.232
1714581081819,2024-05-01T19:31:21.819,4.310,227.561,-194.390,-3.415
1714581081829,2024-05-01T19:31:21.829,4.320,2.256,-257.988,-8.659
1714581081839,2024-05-01T19:31:21.839,4.330,-0.488,-267.744,8.232
1714581081849,2024-05-01T19:31:21.849,4.340,140.244,-254.268,26.768
1714581081859,2024-05-01T19:31:21.859,4.350,165.732,-260.305,27.927
1714581081869,2024-05-01T19:31:21.869,4.360,49.329,-277.256,17.256
1714581081879,2024-05-01T19:31:21.879,4.370,-83.598,-280.549,2.927
1714581081889,2024-05-01T19:31:21.889,4.380,-117.012,-247.927,-2.683
1714581081899,2024-05-01T19:31:21.899,4.390,-47.927,-186.159,0.000
1714581081909,2024-05-01T19:31:21.909,4.400,158.110,-94.451,6.585
1714581081919,2024-05-01T19:31:21.919,4.410,227.378,-46.951,-18.841
1714581081929,2024-05-01T19:31:21.929,4.420,12.988,-50.976,-49.878
1714581081939,2024-05-01T19:31:21.939,4.430,-96.646,-56.951,-54.390
1714581081949,2024-05-01T19:31:21.949,4.440,37.622,-35.427,-40.793
1714581081959,2024-05-01T19:31:21.959,4.450,163.415,-44.085,-45.549
1714581081969,2024-05-01T19:31:21.969,4.460,44.878,-90.976,-62.134
1714581081979,2024-05-01T19:31:21.979,4.470,-80.854,-117.805,-63.232
1714581081989,2024-05-01T19:31:21.989,4.480,-66.890,-125.061,-49.024
1714581081999,2024-05-01T19:31:21.999,4.490,29.512,-107.378,-29.634
1714581082009,2024-05-01T19:31:22.009,4.500,152.744,-84.939,-29.329
1714581082019,2024-05-01T19:31:22.019,4.510,85.244,-87.195,-40.610
1714581082029,2024-05-01T19:31:22.029,4.520,-24.390,-80.122,-36.829
1714581082039,2024-05-01T19:31:22.039,4.530,-1.463,-61.829,-19.512
1714581082049,2024-05-01T19:31:22.049,4.540,99.390,-36.524,1.463
1714581082059,2024-05-01T19:31:22.059,4.550,180.427,-27.317,0.000
1714581082069,2024-05-01T19:31:22.069,4.560,69.024,-45.366,-6.037
1714581082079,2024-05-01T19:31:22.079,4.570,-13.537,-53.902,2.988
1714581082089,2024-05-01T19:31:22.089,4.580,12.378,-52.378,16.585
1714581082099,2024-05-01T19:31:22.099,4.590,6.768,-50.061,30.061
1714581082109,2024-05-01T19:31:22.109,4.600,-3.476,-47.683,37.805
1714581082119,2024-05-01T19:31:22.119,4.610,11.768,-46.280,38.232
1714581082129,2024-05-01T19:31:22.129,4.620,41.402,-42.256,36.524
1714581082139,2024-05-01T19:31:22.139,4.630,90.976,-37.317,30.793
1714581082149,2024-05-01T19:31:22.149,4.640,129.146,-34.634,11.280
1714581082159,2024-05-01T19:31:22.159,4.650,63.354,-38.659,-5.549
1714581082169,2024-05-01T19:31:22.169,4.660,22.866,-30.183,-4.085
1714581082179,2024-05-01T19:31:22.179,4.670,33.049,-20.000,2.439
1714581082189,2024-05-01T19:31:22.189,4.680,22.561,-8.476,9.512
1714581082199,2024-05-01T19:31:22.199,4.690,12.378,0.671,13.537
1714581082209,2024-05-01T19:31:22.209,4.700,5.183,-1.646,11.098
1714581082219,2024-05-01T19:31:22.219,4.710,11.524,-6.524,9.085
1714581082229,2024-05-01T19:31:22.229,4.720,15.549,-11.951,5.732
1714581082239,2024-05-01T19:31:22.239,4.730,-5.793,-18.232,-0.244
1714581082249,2024-05-01T19:31:22.249,4.740,-5.915,-10.671,-3.110
1714581082259,2024-05-01T19:31:22.259,4.750,-4.939,-0.610,-6.585
1714581082269,2024-05-01T19:31:22.269,4.760,-14.695,7.439,-11.524
1714581082279,2024-05-01T19:31:22.279,4.770,-25.671,17.500,-19.085
1714581082289,2024-05-01T19:31:22.289,4.780,-28.110,30.793,-31.646
1714581082299,2024-05-01T19:31:22.299,4.790,-9.573,41.159,-40.610
1714581082309,2024-05-01T19:31:22.309,4.800,9.512,49.573,-41.585
1714581082319,2024-05-01T19:31:22.319,4.810,12.439,57.134,-36.098
1714581082329,2024-05-01T19:31:22.329,4.820,-5.793,75.061,-33.537
1714581082339,2024-05-01T19:31:22.339,4.830,-24.817,106.646,-35.793
1714581082349,2024-05-01T19:31:22.349,4.840,-32.256,147.134,-48.293
1714581082359,2024-05-01T19:31:22.359,4.850,-13.293,191.646,-70.427
1714581082369,2024-05-01T19:31:22.369,4.860,14.451,229.512,-97.561
1714581082379,2024-05-01T19:31:22.379,4.870,7.988,250.793,-128.476
1714581082389,2024-05-01T19:31:22.389,4.880,20.183,269.695,-165.854
1714581082399,2024-05-01T19:31:22.399,4.890,39.939,288.659,-184.817
1714581082409,2024-05-01T19:31:22.409,4.900,14.024,291.524,-188.110
1714581082419,2024-05-01T19:31:22.419,4.910,-15.915,289.756,-189.207
1714581082429,2024-05-01T19:31:22.429,4.920,-11.098,284.878,-187.683
1714581082439,2024-05-01T19:31:22.439,4.930,25.366,274.451,-192.622
1714581082449,2024-05-01T19:31:22.449,4.940,30.061,259.390,-198.171
1714581082459,2024-05-01T19:31:22.459,4.950,-7.622,242.744,-216.098
1714581082469,2024-05-01T19:31:22.469,4.960,3.841,227.500,-249.573
1714581082479,2024-05-01T19:31:22.479,4.970,64.207,215.488,-288.841
1714581082489,2024-05-01T19:31:22.489,4.980,68.415,192.866,-325.000
1714581082499,2024-05-01T19:31:22.499,4.990,-4.085,169.207,-349.939
1714581082509,2024-05-01T19:31:22.509,5.000,-69.817,150.854,-365.122
1714581082519,2024-05-01T19:31:22.519,5.010,-73.476,161.829,-402.988
1714581082529,2024-05-01T19:31:22.529,5.020,56.707,169.512,-417.927
1714581082539,2024-05-01T19:31:22.539,5.030,82.927,137.744,-374.024
1714581082549,2024-05-01T19:31:22.549,5.040,8.659,113.537,-340.244
1714581082559,2024-05-01T19:31:22.559,5.050,-36.829,98.902,-309.512
1714581082569,2024-05-01T19:31:22.569,5.060,-34.024,84.146,-267.134
1714581082579,2024-05-01T19:31:22.579,5.070,21.646,75.366,-232.378
1714581082589,2024-05-01T19:31:22.589,5.080,-18.232,65.366,-204.756
1714581082599,2024-05-01T19:31:22.599,5.090,-21.159,58.841,-180.000
1714581082609,2024-05-01T19:31:22.609,5.100,-0.366,60.793,-163.232
1714581082619,2024-05-01T19:31:22.619,5.110,11.280,68.110,-153.354
1714581082629,2024-05-01T19:31:22.629,5.120,29.573,76.402,-143.537
1714581082639,2024-05-01T19:31:22.639,5.130,22.073,79.817,-132.866
1714581082649,2024-05-01T19:31:22.649,5.140,-8.110,81.707,-119.878
1714581082659,2024-05-01T19:31:22.659,5.150,-3.720,82.439,-108.171
1714581082669,2024-05-01T19:31:22.669,5.160,60.671,74.512,-107.988
1714581082679,2024-05-01T19:31:22.679,5.170,54.329,62.378,-96.524
1714581082689,2024-05-01T19:31:22.689,5.180,21.890,52.683,-78.049
1714581082699,2024-05-01T19:31:22.699,5.190,4.451,40.915,-71.220
1714581082709,2024-05-01T19:31:22.709,5.200,40.366,19.207,-80.976
1714581082719,2024-05-01T19:31:22.719,5.210,8.110,6.341,-47.988
1714581082729,2024-05-01T19:31:22.729,5.220,-31.768,-5.915,-12.378
1714581082739,2024-05-01T19:31:22.739,5.230,5.549,-16.829,1.463
1714581082749,2024-05-01T19:31:22.749,5.240,-34.268,-25.488,24.085
1714581082759,2024-05-01T19:31:22.759,5.250,-31.341,-30.915,37.805
1714581082769,2024-05-01T19:31:22.769,5.260,-33.902,-36.707,39.756
1714581082779,2024-05-01T19:31:22.779,5.270,-64.573,-42.988,42.439
1714581082789,2024-05-01T19:31:22.789,5.280,-70.732,-45.610,47.622
1714581082799,2024-05-01T19:31:22.799,5.290,-70.061,-44.512,54.695
1714581082809,2024-05-01T19:31:22.809,5.300,-85.305,-41.951,62.927
1714581082819,2024-05-01T19:31:22.819,5.310,-104.573,-40.671,75.732
1714581082829,2024-05-01T19:31:22.829,5.320,-88.780,-39.329,96.159
1714581082839,2024-05-01T19:31:22.839,5.330,-59.817,-35.854,120.488
1714581082849,2024-05-01T19:31:22.849,5.340,-67.561,-33.110,137.256
1714581082859,2024-05-01T19:31:22.859,5.350,-50.549,-30.549,142.256
1714581082869,2024-05-01T19:31:22.869,5.360,-17.317,-23.963,134.390
1714581082879,2024-05-01T19:31:22.879,5.370,-8.293,-16.524,117.317
1714581082889,2024-05-01T19:31:22.889,5.380,-10.488,-9.756,97.866
1714581082899,2024-05-01T19:31:22.899,5.390,-11.220,-4.756,79.146
1714581082909,2024-05-01T19:31:22.909,5.400,-15.061,-2.500,64.085
1714581082919,2024-05-01T19:31:22.919,5.410,-20.854,-2.927,56.098
1714581082929,2024-05-01T19:31:22.929,5.420,-24.146,-6.098,57.378
1714581082939,2024-05-01T19:31:22.939,5.430,-20.000,-8.963,65.915
1714581082949,2024-05-01T19:31:22.949,5.440,-35.793,-13.720,83.841
1714581082959,2024-05-01T19:31:22.959,5.450,-37.073,-17.317,101.463
1714581082969,2024-05-01T19:31:22.969,5.460,-32.866,-18.171,108.354
1714581082979,2024-05-01T19:31:22.979,5.470,-60.854,-21.402,113.232
1714581082989,2024-05-01T19:31:22.989,5.480,-63.171,-25.488,120.000
1714581082999,2024-05-01T19:31:22.999,5.490,-42.561,-29.573,124.817
1714581083009,2024-05-01T19:31:23.009,5.500,-42.561,-35.000,125.183
1714581083019,2024-05-01T19:31:23.019,5.510,-56.951,-40.061,123.598
1714581083029,2024-05-01T19:31:23.029,5.520,-58.841,-41.524,122.439
1714581083039,2024-05-01T19:31:23.039,5.530,-30.976,-37.500,125.366
1714581083049,2024-05-01T19:31:23.049,5.540,28.598,-32.256,129.878
1714581083059,2024-05-01T19:31:23.059,5.550,25.793,-35.305,130.000
1714581083069,2024-05-01T19:31:23.069,5.560,-45.000,-38.598,131.098
1714581083079,2024-05-01T19:31:23.079,5.570,-59.207,-30.244,137.073
1714581083089,2024-05-01T19:31:23.089,5.580,-26.646,-24.268,139.146
1714581083099,2024-05-01T19:31:23.099,5.590,-44.878,-30.976,133.171
1714581083109,2024-05-01T19:31:23.109,5.600,-66.037,-37.439,130.549
1714581083119,2024-05-01T19:31:23.119,5.610,-56.098,-50.000,133.049
1714581083129,2024-05-01T19:31:23.129,5.620,-41.890,-61.524,136.768
1714581083139,2024-05-01T19:31:23.139,5.630,-34.573,-67.988,143.232
1714581083149,2024-05-01T19:31:23.149,5.640,64.024,-64.634,170.244
1714581083159,2024-05-01T19:31:23.159,5.650,132.866,-63.415,188.720
1714581083169,2024-05-01T19:31:23.169,5.660,86.220,-68.110,202.134
1714581083179,2024-05-01T19:31:23.179,5.670,50.488,-72.256,226.890
1714581083189,2024-05-01T19:31:23.189,5.680,104.695,-85.732,255.305
1714581083199,2024-05-01T19:31:23.199,5.690,159.756,-108.476,233.902
1714581083209,2024-05-01T19:31:23.209,5.700,74.634,-177.500,214.024
1714581083219,2024-05-01T19:31:23.219,5.710,-55.122,-241.159,206.585
1714581083229,2024-05-01T19:31:23.229,5.720,-112.561,-284.451,204.573
1714581083239,2024-05-01T19:31:23.239,5.730,-71.524,-304.939,192.744
1714581083249,2024-05-01T19:31:23.249,5.740,-34.024,-319.207,180.122
1714581083259,2024-05-01T19:31:23.259,5.750,-46.159,-319.085,162.012
1714581083269,2024-05-01T19:31:23.269,5.760,-57.378,-301.768,129.329
1714581083279,2024-05-01T19:31:23.279,5.770,-40.427,-272.500,89.329
1714581083289,2024-05-01T19:31:23.289,5.780,-18.902,-245.610,43.659
1714581083299,2024-05-01T19:31:23.299,5.790,-25.610,-223.354,-0.549
1714581083309,2024-05-01T19:31:23.309,5.800,-49.085,-198.720,-36.707
1714581083319,2024-05-01T19:31:23.319,5.810,-45.427,-171.524,-65.183
1714581083329,2024-05-01T19:31:23.329,5.820,-13.232,-156.098,-89.817
1714581083339,2024-05-01T19:31:23.339,5.830,16.646,-146.524,-104.878
1714581083349,2024-05-01T19:31:23.349,5.840,23.415,-140.427,-113.354
1714581083359,2024-05-01T19:31:23.359,5.850,18.659,-139.390,-118.232
1714581083369,2024-05-01T19:31:23.369,5.860,23.963,-139.024,-122.195
1714581083379,2024-05-01T19:31:23.379,5.870,29.451,-142.195,-120.610
1714581083389,2024-05-01T19:31:23.389,5.880,14.512,-150.488,-111.463
1714581083399,2024-05-01T19:31:23.399,5.890,-19.878,-150.854,-95.305
1714581083409,2024-05-01T19:31:23.409,5.900,-17.195,-150.976,-80.244
1714581083419,2024-05-01T19:31:23.419,5.910,2.378,-149.756,-51.220
1714581083429,2024-05-01T19:31:23.429,5.920,-16.280,-148.720,-28.476
1714581083439,2024-05-01T19:31:23.439,5.930,-29.573,-149.573,-13.415
1714581083449,2024-05-01T19:31:23.449,5.940,-13.537,-147.439,0.366
1714581083459,2024-05-01T19:31:23.459,5.950,5.427,-141.220,10.915
1714581083469,2024-05-01T19:31:23.469,5.960,11.463,-133.415,22.683
1714581083479,2024-05-01T19:31:23.479,5.970,7.927,-125.793,27.927
1714581083489,2024-05-01T19:31:23.489,5.980,-1.098,-118.598,13.598
1714581083499,2024-05-01T19:31:23.499,5.990,0.183,-113.049,-17.927
1714581083509,2024-05-01T19:31:23.509,6.000,1.280,-87.378,-29.695
1714581083519,2024-05-01T19:31:23.519,6.010,9.451,-53.720,-36.037
1714581083529,2024-05-01T19:31:23.529,6.020,20.305,-35.244,-43.659
1714581083539,2024-05-01T19:31:23.539,6.030,17.256,-28.780,-49.512
1714581083549,2024-05-01T19:31:23.549,6.040,-10.366,-26.524,-48.720
1714581083559,2024-05-01T19:31:23.559,6.050,-37.012,-26.646,-44.573
1714581083569,2024-05-01T19:31:23.569,6.060,-33.049,-27.622,-41.707
1714581083579,2024-05-01T19:31:23.579,6.070,-23.110,-31.037,-47.317
1714581083589,2024-05-01T19:31:23.589,6.080,-24.756,-39.329,-58.476
1714581083599,2024-05-01T19:31:23.599,6.090,-23.780,-52.866,-72.683
1714581083609,2024-05-01T19:31:23.609,6.100,-19.939,-48.963,-83.415
1714581083619,2024-05-01T19:31:23.619,6.110,-4.939,-41.341,-90.488
1714581083629,2024-05-01T19:31:23.629,6.120,3.476,-42.439,-99.817
1714581083639,2024-05-01T19:31:23.639,6.130,-15.732,-45.610,-105.427
1714581083649,2024-05-01T19:31:23.649,6.140,-38.598,-44.695,-104.390
1714581083659,2024-05-01T19:31:23.659,6.150,-43.110,-45.244,-103.659
1714581083669,2024-05-01T19:31:23.669,6.160,-34.451,-40.305,-105.549
1714581083679,2024-05-01T19:31:23.679,6.170,-23.293,-33.354,-105.061
1714581083689,2024-05-01T19:31:23.689,6.180,-24.512,-28.049,-102.805
1714581083699,2024-05-01T19:31:23.699,6.190,-29.634,-20.488,-102.317
1714581083709,2024-05-01T19:31:23.709,6.200,-24.451,-13.354,-101.341
1714581083719,2024-05-01T19:31:23.719,6.210,-23.476,-7.317,-96.768
1714581083729,2024-05-01T19:31:23.729,6.220,-39.451,-3.354,-85.244
1714581083739,2024-05-01T19:31:23.739,6.230,-60.061,2.439,-69.207
1714581083749,2024-05-01T19:31:23.749,6.240,-62.317,16.707,-52.073
1714581083759,2024-05-01T19:31:23.759,6.250,-46.707,42.622,-35.671
1714581083769,2024-05-01T19:31:23.769,6.260,-34.939,61.463,-28.780
1714581083779,2024-05-01T19:31:23.779,6.270,-34.451,60.976,-33.415
1714581083789,2024-05-01T19:31:23.789,6.280,-26.646,61.707,-41.341
1714581083799,2024-05-01T19:31:23.799,6.290,-11.585,65.305,-48.720
1714581083809,2024-05-01T19:31:23.809,6.300,-4.207,66.220,-57.317
1714581083819,2024-05-01T19:31:23.819,6.310,8.171,66.220,-66.646
1714581083829,2024-05-01T19:31:23.829,6.320,23.720,69.268,-78.537
1714581083839,2024-05-01T19:31:23.839,6.330,25.976,76.159,-93.293
1714581083849,2024-05-01T19:31:23.849,6.340,8.841,58.598,-85.793
1714581083859,2024-05-01T19:31:23.859,6.350,-23.232,33.293,-67.195
1714581083869,2024-05-01T19:31:23.869,6.360,-37.683,10.976,-42.439
1714581083879,2024-05-01T19:31:23.879,6.370,-38.415,-6.159,-14.878
1714581083889,2024-05-01T19:31:23.889,6.380,-36.220,-18.110,10.244
1714581083899,2024-05-01T19:31:23.899,6.390,-33.354,-26.890,30.854
1714581083909,2024-05-01T19:31:23.909,6.400,-17.073,-33.963,50.549
1714581083919,2024-05-01T19:31:23.919,6.410,-14.878,-38.659,70.610
1714581083929,2024-05-01T19:31:23.929,6.420,-21.768,-39.390,90.122
1714581083939,2024-05-01T19:31:23.939,6.430,-37.988,-36.951,107.012
1714581083949,2024-05-01T19:31:23.949,6.440,-47.439,-32.073,116.707
1714581083959,2024-05-01T19:31:23.959,6.450,-41.463,-25.366,120.793
1714581083969,2024-05-01T19:31:23.969,6.460,-29.146,-17.439,120.488
1714581083979,2024-05-01T19:31:23.979,6.470,-13.537,-9.268,116.280
1714581083989,2024-05-01T19:31:23.989,6.480,-2.683,-6.220,108.841
1714581083999,2024-05-01T19:31:23.999,6.490,-10.244,-8.476,99.024
1714581084009,2024-05-01T19:31:24.009,6.500,0.671,-7.683,87.866
1714581084019,2024-05-01T19:31:24.019,6.510,19.085,8.780,63.963
1714581084029,2024-05-01T19:31:24.029,6.520,9.085,18.232,43.476
1714581084039,2024-05-01T19:31:24.039,6.530,-6.220,21.829,25.488
1714581084049,2024-05-01T19:31:24.049,6.540,10.122,27.622,2.500
1714581084059,2024-05-01T19:31:24.059,6.550,28.476,29.390,-12.927
1714581084069,2024-05-01T19:31:24.069,6.560,26.220,29.817,-19.085
1714581084079,2024-05-01T19:31:24.079,6.570,25.976,27.622,-19.146
1714581084089,2024-05-01T19:31:24.089,6.580,25.000,21.707,-12.805
1714581084099,2024-05-01T19:31:24.099,6.590,28.659,11.829,-2.439
1714581084109,2024-05-01T19:31:24.109,6.600,18.537,-0.488,5.366
1714581084119,2024-05-01T19:31:24.119,6.610,0.183,-2.012,12.500
1714581084129,2024-05-01T19:31:24.129,6.620,10.244,-1.098,20.305
1714581084139,2024-05-01T19:31:24.139,6.630,12.622,-5.427,26.646
1714581084149,2024-05-01T19:31:24.149,6.640,-6.463,-11.829,32.683
1714581084159,2024-05-01T19:31:24.159,6.650,-14.756,-16.707,40.061
1714581084169,2024-05-01T19:31:24.169,6.660,-16.463,-20.915,46.341
1714581084179,2024-05-01T19:31:24.179,6.670,-23.537,-23.171,48.902
1714581084189,2024-05-01T19:31:24.189,6.680,-21.341,-23.293,47.805
1714581084199,2024-05-01T19:31:24.199,6.690,1.463,-22.500,42.683
1714581084209,2024-05-01T19:31:24.209,6.700,19.512,-20.244,37.256
1714581084219,2024-05-01T19:31:24.219,6.710,-0.427,-16.646,31.280
1714581084229,2024-05-01T19:31:24.229,6.720,-15.122,-11.646,22.927
