epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1714581088879,2024-05-01T19:31:28.879,11.370,-75.976,-7.805,25.061
1714581088889,2024-05-01T19:31:28.889,11.380,-72.073,-2.317,15.976
1714581088899,2024-05-01T19:31:28.899,11.390,-60.671,-3.049,0.000
1714581088909,2024-05-01T19:31:28.909,11.400,-60.427,-5.488,-6.707
1714581088919,2024-05-01T19:31:28.919,11.410,-60.305,-2.439,-6.341
1714581088929,2024-05-01T19:31:28.929,11.420,-55.305,7.073,-4.146
1714581088939,2024-05-01T19:31:28.939,11.430,-40.854,13.659,-2.378
1714581088949,2024-05-01T19:31:28.949,11.440,-24.512,12.256,-0.488
1714581088959,2024-05-01T19:31:28.959,11.450,-3.049,8.659,2.866
1714581088969,2024-05-01T19:31:28.969,11.460,-0.915,-11.646,1.707
1714581088979,2024-05-01T19:31:28.979,11.470,-29.085,-44.268,-1.159
1714581088989,2024-05-01T19:31:28.989,11.480,-39.573,-55.610,-0.671
1714581088999,2024-05-01T19:31:28.999,11.490,-42.805,-48.110,-0.305
1714581089009,2024-05-01T19:31:29.009,11.500,-43.354,-39.207,-5.427
1714581089019,2024-05-01T19:31:29.019,11.510,-37.744,-47.073,-18.902
1714581089029,2024-05-01T19:31:29.029,11.520,-37.988,-80.305,-38.537
1714581089039,2024-05-01T19:31:29.039,11.530,-43.780,-135.061,-64.085
1714581089049,2024-05-01T19:31:29.049,11.540,-51.890,-189.207,-93.963
1714581089059,2024-05-01T19:31:29.059,11.550,-88.598,-233.232,-126.402
1714581089069,2024-05-01T19:31:29.069,11.560,-141.220,-265.000,-160.061
1714581089079,2024-05-01T19:31:29.079,11.570,-163.415,-279.756,-186.524
1714581089089,2024-05-01T19:31:29.089,11.580,-154.329,-288.537,-192.256
1714581089099,2024-05-01T19:31:29.099,11.590,-162.744,-293.232,-182.012
1714581089109,2024-05-01T19:31:29.109,11.600,-156.341,-299.573,-163.720
1714581089119,2024-05-01T19:31:29.119,11.610,-149.268,-303.293,-141.159
1714581089129,2024-05-01T19:31:29.129,11.620,-106.890,-301.159,-121.463
1714581089139,2024-05-01T19:31:29.139,11.630,-88.049,-300.793,-101.951
1714581089149,2024-05-01T19:31:29.149,11.640,-46.463,-303.841,-72.195
1714581089159,2024-05-01T19:31:29.159,11.650,70.854,-290.732,-42.927
1714581089169,2024-05-01T19:31:29.169,11.660,1.524,-276.037,-73.537
1714581089179,2024-05-01T19:31:29.179,11.670,-158.232,-265.976,-123.476
1714581089189,2024-05-01T19:31:29.189,11.680,-148.293,-263.354,-136.768
1714581089199,2024-05-01T19:31:29.199,11.690,-81.463,-266.037,-150.915
1714581089209,2024-05-01T19:31:29.209,11.700,-102.012,-286.220,-170.610
1714581089219,2024-05-01T19:31:29.219,11.710,-166.220,-316.707,-182.378
1714581089229,2024-05-01T19:31:29.229,11.720,-107.866,-353.598,-185.305
1714581089239,2024-05-01T19:31:29.239,11.730,-125.793,-391.402,-187.317
1714581089249,2024-05-01T19:31:29.249,11.740,-154.695,-405.061,-195.000
1714581089259,2024-05-01T19:31:29.259,11.750,-143.110,-410.915,-215.549
1714581089269,2024-05-01T19:31:29.269,11.760,-163.963,-428.659,-250.061
1714581089279,2024-05-01T19:31:29.279,11.770,-187.683,-446.159,-294.329
1714581089289,2024-05-01T19:31:29.289,11.780,-182.500,-454.207,-343.110
1714581089299,2024-05-01T19:31:29.299,11.790,-155.488,-448.598,-374.939
1714581089309,2024-05-01T19:31:29.309,11.800,-161.890,-435.183,-377.439
1714581089319,2024-05-01T19:31:29.319,11.810,-215.183,-407.561,-360.549
1714581089329,2024-05-01T19:31:29.329,11.820,-206.098,-362.622,-327.439
1714581089339,2024-05-01T19:31:29.339,11.830,-83.049,-294.207,-265.122
1714581089349,2024-05-01T19:31:29.349,11.840,103.110,-224.390,-182.805
1714581089359,2024-05-01T19:31:29.359,11.850,212.195,-172.317,-104.207
1714581089369,2024-05-01T19:31:29.369,11.860,210.244,-142.317,-45.366
1714581089379,2024-05-01T19:31:29.379,11.870,225.000,-125.427,-14.390
1714581089389,2024-05-01T19:31:29.389,11.880,243.110,-119.085,-3.049
1714581089399,2024-05-01T19:31:29.399,11.890,143.476,-111.707,-13.049
1714581089409,2024-05-01T19:31:29.409,11.900,85.671,-113.598,-49.146
1714581089419,2024-05-01T19:31:29.419,11.910,96.646,-97.866,-78.720
1714581089429,2024-05-01T19:31:29.429,11.920,123.415,-73.598,-86.707
1714581089439,2024-05-01T19:31:29.439,11.930,125.000,-74.268,-78.841
1714581089449,2024-05-01T19:31:29.449,11.940,100.549,-83.780,-59.390
1714581089459,2024-05-01T19:31:29.459,11.950,94.024,-87.195,-30.244
1714581089469,2024-05-01T19:31:29.469,11.960,84.146,-90.610,-5.732
1714581089479,2024-05-01T19:31:29.479,11.970,52.988,-91.037,4.939
1714581089489,2024-05-01T19:31:29.489,11.980,36.951,-84.268,2.805
1714581089499,2024-05-01T19:31:29.499,11.990,42.927,-70.305,-5.244
1714581089509,2024-05-01T19:31:29.509,12.000,3.598,-57.622,-18.659
1714581089519,2024-05-01T19:31:29.519,12.010,-42.195,-55.183,-38.049
1714581089529,2024-05-01T19:31:29.529,12.020,-20.793,-31.768,-47.134
1714581089539,2024-05-01T19:31:29.539,12.030,-24.512,-13.537,-38.171
1714581089549,2024-05-01T19:31:29.549,12.040,-64.085,-10.183,-19.939
1714581089559,2024-05-01T19:31:29.559,12.050,-96.037,-8.720,-2.622
1714581089569,2024-05-01T19:31:29.569,12.060,-123.354,1.037,10.122
1714581089579,2024-05-01T19:31:29.579,12.070,-142.622,14.390,23.232
1714581089589,2024-05-01T19:31:29.589,12.080,-150.854,20.976,40.122
1714581089599,2024-05-01T19:31:29.599,12.090,-159.756,30.183,61.707
1714581089609,2024-05-01T19:31:29.609,12.100,-151.341,55.427,79.695
1714581089619,2024-05-01T19:31:29.619,12.110,-121.768,99.756,92.195
1714581089629,2024-05-01T19:31:29.629,12.120,-115.000,142.256,108.720
1714581089639,2024-05-01T19:31:29.639,12.130,-130.366,172.317,137.134
1714581089649,2024-05-01T19:31:29.649,12.140,-126.402,192.866,171.098
1714581089659,2024-05-01T19:31:29.659,12.150,-75.366,216.037,204.756
1714581089669,2024-05-01T19:31:29.669,12.160,-25.915,238.659,229.573
1714581089679,2024-05-01T19:31:29.679,12.170,-7.500,264.939,247.805
1714581089689,2024-05-01T19:31:29.689,12.180,10.305,284.634,258.354
1714581089699,2024-05-01T19:31:29.699,12.190,39.573,297.012,260.366
1714581089709,2024-05-01T19:31:29.709,12.200,81.341,312.378,252.927
1714581089719,2024-05-01T19:31:29.719,12.210,112.561,325.427,238.110
1714581089729,2024-05-01T19:31:29.729,12.220,134.451,333.659,218.171
1714581089739,2024-05-01T19:31:29.739,12.230,160.854,338.720,199.695
1714581089749,2024-05-01T19:31:29.749,12.240,160.854,334.329,184.878
1714581089759,2024-05-01T19:31:29.759,12.250,117.195,325.732,174.756
1714581089769,2024-05-01T19:31:29.769,12.260,100.183,310.488,163.354
1714581089779,2024-05-01T19:31:29.779,12.270,94.390,282.683,148.598
1714581089789,2024-05-01T19:31:29.789,12.280,68.354,247.195,131.220
1714581089799,2024-05-01T19:31:29.799,12.290,94.573,202.744,105.122
1714581089809,2024-05-01T19:31:29.809,12.300,150.427,169.756,94.756
1714581089819,2024-05-01T19:31:29.819,12.310,125.488,154.878,101.524
1714581089829,2024-05-01T19:31:29.829,12.320,88.354,143.049,101.768
1714581089839,2024-05-01T19:31:29.839,12.330,79.695,132.805,94.512
1714581089849,2024-05-01T19:31:29.849,12.340,78.476,132.256,90.061
1714581089859,2024-05-01T19:31:29.859,12.350,57.134,135.122,89.817
1714581089869,2024-05-01T19:31:29.869,12.360,25.671,129.451,89.085
1714581089879,2024-05-01T19:31:29.879,12.370,23.171,115.793,86.890
1714581089889,2024-05-01T19:31:29.889,12.380,53.537,100.610,84.207
1714581089899,2024-05-01T19:31:29.899,12.390,76.646,84.512,82.805
1714581089909,2024-05-01T19:31:29.909,12.400,62.317,77.317,86.220
1714581089919,2024-05-01T19:31:29.919,12.410,50.732,76.280,85.671
1714581089929,2024-05-01T19:31:29.929,12.420,61.951,81.402,79.573
1714581089939,2024-05-01T19:31:29.939,12.430,58.476,88.841,73.415
1714581089949,2024-05-01T19:31:29.949,12.440,29.939,103.354,72.744
1714581089959,2024-05-01T19:31:29.959,12.450,25.732,123.476,81.707
1714581089969,2024-05-01T19:31:29.969,12.460,51.098,149.451,98.049
1714581089979,2024-05-01T19:31:29.979,12.470,74.024,177.500,115.000
1714581089989,2024-05-01T19:31:29.989,12.480,89.024,205.427,131.707
1714581089999,2024-05-01T19:31:29.999,12.490,109.634,236.768,154.146
1714581090009,2024-05-01T19:31:30.009,12.500,125.061,260.549,172.866
1714581090019,2024-05-01T19:31:30.019,12.510,128.171,266.524,181.463
1714581090029,2024-05-01T19:31:30.029,12.520,119.085,267.744,188.902
1714581090039,2024-05-01T19:31:30.039,12.530,104.268,264.695,192.012
1714581090049,2024-05-01T19:31:30.049,12.540,98.476,252.683,184.329
1714581090059,2024-05-01T19:31:30.059,12.550,79.695,232.744,168.415
1714581090069,2024-05-01T19:31:30.069,12.560,7.988,212.195,145.305
1714581090079,2024-05-01T19:31:30.079,12.570,-136.463,189.451,114.939
1714581090089,2024-05-01T19:31:30.089,12.580,-168.415,148.110,126.159
1714581090099,2024-05-01T19:31:30.099,12.590,8.110,124.268,159.329
1714581090109,2024-05-01T19:31:30.109,12.600,78.171,98.354,131.280
1714581090119,2024-05-01T19:31:30.119,12.610,67.988,43.841,-15.793
1714581090129,2024-05-01T19:31:30.129,12.620,-144.329,-17.744,-128.293
1714581090139,2024-05-01T19:31:30.139,12.630,-278.902,-35.732,-105.671
1714581090149,2024-05-01T19:31:30.149,12.640,-52.378,-16.707,-25.366
1714581090159,2024-05-01T19:31:30.159,12.650,31.341,-4.390,33.902
1714581090169,2024-05-01T19:31:30.169,12.660,4.573,0.488,37.195
1714581090179,2024-05-01T19:31:30.179,12.670,-7.317,2.866,0.854
1714581090189,2024-05-01T19:31:30.189,12.680,-45.610,-4.268,-27.073
1714581090199,2024-05-01T19:31:30.199,12.690,-66.463,-16.341,-29.756
1714581090209,2024-05-01T19:31:30.209,12.700,-42.866,-26.829,-21.585
1714581090219,2024-05-01T19:31:30.219,12.710,-18.232,-41.037,-17.866
1714581090229,2024-05-01T19:31:30.229,12.720,-18.598,-56.098,-25.671
1714581090239,2024-05-01T19:31:30.239,12.730,-13.537,-67.500,-40.488
1714581090249,2024-05-01T19:31:30.249,12.740,-6.646,-81.341,-54.207
1714581090259,2024-05-01T19:31:30.259,12.750,-13.659,-99.817,-64.756
1714581090269,2024-05-01T19:31:30.269,12.760,-19.939,-117.439,-71.829
1714581090279,2024-05-01T19:31:30.279,12.770,-28.598,-130.305,-79.451
1714581090289,2024-05-01T19:31:30.289,12.780,-39.207,-139.268,-86.951
1714581090299,2024-05-01T19:31:30.299,12.790,-77.622,-145.244,-89.817
1714581090309,2024-05-01T19:31:30.309,12.800,-75.061,-155.366,-93.537
1714581090319,2024-05-01T19:31:30.319,12.810,63.963,-175.000,-71.524
1714581090329,2024-05-01T19:31:30.329,12.820,187.195,-162.683,-39.695
1714581090339,2024-05-01T19:31:30.339,12.830,103.110,-142.195,-47.317
1714581090349,2024-05-01T19:31:30.349,12.840,8.780,-125.122,-78.902
1714581090359,2024-05-01T19:31:30.359,12.850,-30.671,-106.707,-108.354
1714581090369,2024-05-01T19:31:30.369,12.860,-63.049,-88.415,-123.354
1714581090379,2024-05-01T19:31:30.379,12.870,-74.268,-72.622,-129.756
1714581090389,2024-05-01T19:31:30.389,12.880,-40.061,-67.500,-128.415
1714581090399,2024-05-01T19:31:30.399,12.890,-29.268,-78.171,-126.524
1714581090409,2024-05-01T19:31:30.409,12.900,-47.744,-107.195,-127.500
1714581090419,2024-05-01T19:31:30.419,12.910,-64.817,-145.915,-122.378
1714581090429,2024-05-01T19:31:30.429,12.920,-57.012,-192.012,-114.573
1714581090439,2024-05-01T19:31:30.439,12.930,-40.549,-240.000,-101.037
1714581090449,2024-05-01T19:31:30.449,12.940,-29.268,-275.000,-89.634
1714581090459,2024-05-01T19:31:30.459,12.950,-31.037,-309.268,-82.073
1714581090469,2024-05-01T19:31:30.469,12.960,-41.768,-341.890,-73.110
1714581090479,2024-05-01T19:31:30.479,12.970,-48.902,-361.890,-69.268
1714581090489,2024-05-01T19:31:30.489,12.980,-53.720,-381.159,-77.195
1714581090499,2024-05-01T19:31:30.499,12.990,-84.451,-403.598,-95.244
1714581090509,2024-05-01T19:31:30.509,13.000,-126.768,-417.439,-116.220
1714581090519,2024-05-01T19:31:30.519,13.010,-160.305,-431.341,-145.244
1714581090529,2024-05-01T19:31:30.529,13.020,-193.841,-437.561,-171.524
1714581090539,2024-05-01T19:31:30.539,13.030,-200.732,-436.707,-195.976
1714581090549,2024-05-01T19:31:30.549,13.040,-194.207,-436.707,-213.171
1714581090559,2024-05-01T19:31:30.559,13.050,-163.049,-453.110,-198.049
1714581090569,2024-05-01T19:31:30.569,13.060,-31.159,-506.707,-178.354
1714581090579,2024-05-01T19:31:30.579,13.070,84.695,-563.659,-161.585
1714581090589,2024-05-01T19:31:30.589,13.080,105.854,-603.659,-122.866
1714581090599,2024-05-01T19:31:30.599,13.090,126.524,-587.927,-78.841
1714581090609,2024-05-01T19:31:30.609,13.100,213.232,-485.366,-26.646
1714581090619,2024-05-01T19:31:30.619,13.110,242.134,-315.244,16.646
1714581090629,2024-05-01T19:31:30.629,13.120,149.024,-141.524,29.512
1714581090639,2024-05-01T19:31:30.639,13.130,71.707,-11.280,20.427
1714581090649,2024-05-01T19:31:30.649,13.140,21.341,57.683,9.695
1714581090659,2024-05-01T19:31:30.659,13.150,1.402,74.451,5.793
1714581090669,2024-05-01T19:31:30.669,13.160,-6.768,53.841,7.866
1714581090679,2024-05-01T19:31:30.679,13.170,-32.439,17.866,10.488
1714581090689,2024-05-01T19:31:30.689,13.180,-52.744,-11.463,10.976
1714581090699,2024-05-01T19:31:30.699,13.190,-55.854,-21.890,10.244
1714581090709,2024-05-01T19:31:30.709,13.200,-51.220,-14.329,10.671
1714581090719,2024-05-01T19:31:30.719,13.210,-48.476,3.537,12.134
1714581090729,2024-05-01T19:31:30.729,13.220,-60.000,21.890,14.024
1714581090739,2024-05-01T19:31:30.739,13.230,-83.476,35.488,16.220
1714581090749,2024-05-01T19:31:30.749,13.240,-104.146,42.683,19.146
1714581090759,2024-05-01T19:31:30.759,13.250,-119.756,41.402,23.963
1714581090769,2024-05-01T19:31:30.769,13.260,-167.683,36.280,26.524
1714581090779,2024-05-01T19:31:30.779,13.270,-211.890,13.720,41.159
1714581090789,2024-05-01T19:31:30.789,13.280,-157.866,0.427,57.805
1714581090799,2024-05-01T19:31:30.799,13.290,-145.915,3.598,62.134
1714581090809,2024-05-01T19:31:30.809,13.300,-148.841,8.232,66.524
1714581090819,2024-05-01T19:31:30.819,13.310,-124.451,14.390,73.537
1714581090829,2024-05-01T19:31:30.829,13.320,-98.232,25.488,77.866
1714581090839,2024-05-01T19:31:30.839,13.330,-62.622,44.939,76.220
1714581090849,2024-05-01T19:31:30.849,13.340,-36.341,78.659,66.402
1714581090859,2024-05-01T19:31:30.859,13.350,-43.780,122.378,54.451
1714581090869,2024-05-01T19:31:30.869,13.360,-61.768,160.061,47.378
1714581090879,2024-05-01T19:31:30.879,13.370,-69.695,172.683,47.988
1714581090889,2024-05-01T19:31:30.889,13.380,-80.915,159.146,55.183
1714581090899,2024-05-01T19:31:30.899,13.390,-159.268,194.207,100.915
1714581090909,2024-05-01T19:31:30.909,13.400,-232.500,226.890,146.098
1714581090919,2024-05-01T19:31:30.919,13.410,-225.122,235.671,181.341
1714581090929,2024-05-01T19:31:30.929,13.420,-194.085,229.207,199.634
1714581090939,2024-05-01T19:31:30.939,13.430,-180.854,222.500,201.707
1714581090949,2024-05-01T19:31:30.949,13.440,-159.756,219.024,193.963
1714581090959,2024-05-01T19:31:30.959,13.450,-119.695,215.915,181.341
1714581090969,2024-05-01T19:31:30.969,13.460,-46.220,220.061,160.549
1714581090979,2024-05-01T19:31:30.979,13.470,16.646,214.756,135.915
1714581090989,2024-05-01T19:31:30.989,13.480,36.280,204.756,108.841
1714581090999,2024-05-01T19:31:30.999,13.490,35.366,198.415,82.805
1714581091009,2024-05-01T19:31:31.009,13.500,71.951,195.427,69.085
1714581091019,2024-05-01T19:31:31.019,13.510,139.085,201.341,71.707
1714581091029,2024-05-01T19:31:31.029,13.520,126.037,203.537,75.732
1714581091039,2024-05-01T19:31:31.039,13.530,63.841,196.707,81.402
1714581091049,2024-05-01T19:31:31.049,13.540,18.780,193.049,92.317
1714581091059,2024-05-01T19:31:31.059,13.550,14.329,191.890,104.329
1714581091069,2024-05-01T19:31:31.069,13.560,40.610,190.183,111.098
1714581091079,2024-05-01T19:31:31.079,13.570,72.744,187.561,111.646
1714581091089,2024-05-01T19:31:31.089,13.580,111.646,183.902,109.268
1714581091099,2024-05-01T19:31:31.099,13.590,162.256,178.780,99.024
1714581091109,2024-05-01T19:31:31.109,13.600,122.378,192.134,71.707
1714581091119,2024-05-01T19:31:31.119,13.610,-68.049,187.683,89.817
1714581091129,2024-05-01T19:31:31.129,13.620,-146.890,127.012,145.427
1714581091139,2024-05-01T19:31:31.139,13.630,-49.146,75.915,171.463
1714581091149,2024-05-01T19:31:31.149,13.640,38.232,38.415,175.427
1714581091159,2024-05-01T19:31:31.159,13.650,37.988,88.780,201.890
1714581091169,2024-05-01T19:31:31.169,13.660,42.012,104.756,251.646
1714581091179,2024-05-01T19:31:31.179,13.670,37.256,71.829,272.073
1714581091189,2024-05-01T19:31:31.189,13.680,-42.866,90.061,268.659
1714581091199,2024-05-01T19:31:31.199,13.690,-115.610,119.695,327.622
1714581091209,2024-05-01T19:31:31.209,13.700,-49.756,131.829,390.427
1714581091219,2024-05-01T19:31:31.219,13.710,71.585,151.402,442.317
1714581091229,2024-05-01T19:31:31.229,13.720,235.610,196.037,493.354
1714581091239,2024-05-01T19:31:31.239,13.730,225.183,263.293,386.585
1714581091249,2024-05-01T19:31:31.249,13.740,-102.317,242.927,294.085
1714581091259,2024-05-01T19:31:31.259,13.750,-303.780,226.341,365.610
1714581091269,2024-05-01T19:31:31.269,13.760,-267.195,219.695,384.939
1714581091279,2024-05-01T19:31:31.279,13.770,-278.476,268.720,377.561
1714581091289,2024-05-01T19:31:31.289,13.780,-422.439,313.354,353.049
1714581091299,2024-05-01T19:31:31.299,13.790,-779.451,367.866,320.854
1714581091309,2024-05-01T19:31:31.309,13.800,-1206.890,308.232,319.512
1714581091319,2024-05-01T19:31:31.319,13.810,-1162.195,-77.134,229.268
1714581091329,2024-05-01T19:31:31.329,13.820,-577.927,-50.915,-343.293
1714581091339,2024-05-01T19:31:31.339,13.830,-105.366,206.890,-240.732
1714581091349,2024-05-01T19:31:31.349,13.840,-256.829,55.854,-111.524
1714581091359,2024-05-01T19:31:31.359,13.850,-282.927,-91.037,-17.683
1714581091369,2024-05-01T19:31:31.369,13.860,-176.463,-84.390,53.415
1714581091379,2024-05-01T19:31:31.379,13.870,-615.427,-59.024,-84.329
1714581091389,2024-05-01T19:31:31.389,13.880,-327.927,-56.098,-71.829
1714581091399,2024-05-01T19:31:31.399,13.890,-125.671,-58.110,-25.549
1714581091409,2024-05-01T19:31:31.409,13.900,-32.012,-22.378,-15.305
1714581091419,2024-05-01T19:31:31.419,13.910,37.866,-0.488,-1.768
1714581091429,2024-05-01T19:31:31.429,13.920,94.268,11.829,7.683
1714581091439,2024-05-01T19:31:31.439,13.930,120.305,23.171,14.695
1714581091449,2024-05-01T19:31:31.449,13.940,90.915,31.402,14.634
1714581091459,2024-05-01T19:31:31.459,13.950,22.805,25.305,7.805
1714581091469,2024-05-01T19:31:31.469,13.960,-53.171,12.683,1.768
1714581091479,2024-05-01T19:31:31.479,13.970,-51.280,6.890,-6.098
1714581091489,2024-05-01T19:31:31.489,13.980,-13.110,1.707,-4.451
1714581091499,2024-05-01T19:31:31.499,13.990,-40.732,-8.049,-6.524
1714581091509,2024-05-01T19:31:31.509,14.000,-60.488,-11.585,-5.671
1714581091519,2024-05-01T19:31:31.519,14.010,-60.854,-13.232,-4.695
1714581091529,2024-05-01T19:31:31.529,14.020,-50.732,-10.183,-5.732
1714581091539,2024-05-01T19:31:31.539,14.030,-34.268,-4.756,-5.610
1714581091549,2024-05-01T19:31:31.549,14.040,-19.573,-0.061,-5.305
1714581091559,2024-05-01T19:31:31.559,14.050,-11.098,3.415,-4.512
1714581091569,2024-05-01T19:31:31.569,14.060,-6.768,5.427,-3.354
1714581091579,2024-05-01T19:31:31.579,14.070,-7.317,5.671,-2.622
1714581091589,2024-05-01T19:31:31.589,14.080,-6.341,5.061,-0.854
1714581091599,2024-05-01T19:31:31.599,14.090,-2.500,4.390,0.976
1714581091609,2024-05-01T19:31:31.609,14.100,-8.110,2.866,1.585
1714581091619,2024-05-01T19:31:31.619,14.110,-29.024,-1.707,-2.805
1714581091629,2024-05-01T19:31:31.629,14.120,-57.805,-1.646,-6.220
1714581091639,2024-05-01T19:31:31.639,14.130,-64.207,-3.537,-5.732
1714581091649,2024-05-01T19:31:31.649,14.140,-49.390,-3.902,-2.439
1714581091659,2024-05-01T19:31:31.659,14.150,-33.902,-1.524,-0.915
1714581091669,2024-05-01T19:31:31.669,14.160,-27.195,0.854,0.183
1714581091679,2024-05-01T19:31:31.679,14.170,-23.659,1.829,1.890
1714581091689,2024-05-01T19:31:31.689,14.180,-27.195,4.451,2.256
1714581091699,2024-05-01T19:31:31.699,14.190,-36.220,5.732,-1.098
1714581091709,2024-05-01T19:31:31.709,14.200,-44.756,4.329,0.366
1714581091719,2024-05-01T19:31:31.719,14.210,-42.073,6.829,7.988
1714581091729,2024-05-01T19:31:31.729,14.220,-36.037,7.988,6.402
1714581091739,2024-05-01T19:31:31.739,14.230,-33.902,9.146,8.232
1714581091749,2024-05-01T19:31:31.749,14.240,-35.549,9.085,10.671
1714581091759,2024-05-01T19:31:31.759,14.250,-50.671,7.195,11.220
1714581091769,2024-05-01T19:31:31.769,14.260,-71.646,-5.427,7.500
1714581091779,2024-05-01T19:31:31.779,14.270,-80.976,-10.915,6.890
1714581091789,2024-05-01T19:31:31.789,14.280,-77.988,-7.683,4.878
1714581091799,2024-05-01T19:31:31.799,14.290,-68.537,-12.317,1.341
1714581091809,2024-05-01T19:31:31.809,14.300,-41.585,-7.439,-4.024
1714581091819,2024-05-01T19:31:31.819,14.310,-25.122,12.195,-3.354
1714581091829,2024-05-01T19:31:31.829,14.320,-41.098,10.976,-13.476
1714581091839,2024-05-01T19:31:31.839,14.330,-75.366,17.439,-44.146
1714581091849,2024-05-01T19:31:31.849,14.340,-136.646,44.817,-54.512
1714581091859,2024-05-01T19:31:31.859,14.350,-237.683,49.268,-51.524
1714581091869,2024-05-01T19:31:31.869,14.360,-361.098,26.463,-42.012
1714581091879,2024-05-01T19:31:31.879,14.370,-407.500,-19.695,-25.000
1714581091889,2024-05-01T19:31:31.889,14.380,-324.756,-27.317,-24.817
1714581091899,2024-05-01T19:31:31.899,14.390,-178.720,-9.451,-3.598
1714581091909,2024-05-01T19:31:31.909,14.400,-10.366,-11.098,10.854
1714581091919,2024-05-01T19:31:31.919,14.410,79.878,5.732,4.085
1714581091929,2024-05-01T19:31:31.929,14.420,105.488,20.915,16.524
1714581091939,2024-05-01T19:31:31.939,14.430,110.244,21.890,20.000
1714581091949,2024-05-01T19:31:31.949,14.440,86.341,14.634,18.598
1714581091959,2024-05-01T19:31:31.959,14.450,39.573,-2.378,4.573
1714581091969,2024-05-01T19:31:31.969,14.460,9.756,-7.256,19.390
1714581091979,2024-05-01T19:31:31.979,14.470,5.610,-8.232,14.817
1714581091989,2024-05-01T19:31:31.989,14.480,6.646,-11.707,8.171
1714581091999,2024-05-01T19:31:31.999,14.490,6.707,-2.012,-4.634
1714581092009,2024-05-01T19:31:32.009,14.500,-2.134,-5.610,-2.622
1714581092019,2024-05-01T19:31:32.019,14.510,-2.256,-2.500,0.122
1714581092029,2024-05-01T19:31:32.029,14.520,-0.793,0.183,-0.427
1714581092039,2024-05-01T19:31:32.039,14.530,-2.683,0.000,-1.037
1714581092049,2024-05-01T19:31:32.049,14.540,-6.220,-1.402,-1.220
1714581092059,2024-05-01T19:31:32.059,14.550,-7.012,-1.951,-1.890
1714581092069,2024-05-01T19:31:32.069,14.560,-5.305,-1.402,-1.768
1714581092079,2024-05-01T19:31:32.079,14.570,-1.341,-0.915,-1.341
1714581092089,2024-05-01T19:31:32.089,14.580,3.476,-0.183,-0.854
1714581092099,2024-05-01T19:31:32.099,14.590,6.402,0.976,-0.305
1714581092109,2024-05-01T19:31:32.109,14.600,5.061,1.220,0.061
1714581092119,2024-05-01T19:31:32.119,14.610,-0.244,-0.183,-0.366
1714581092129,2024-05-01T19:31:32.129,14.620,-6.768,-2.073,-1.220
1714581092139,2024-05-01T19:31:32.139,14.630,-10.183,-3.049,-1.402
1714581092149,2024-05-01T19:31:32.149,14.640,-10.427,-3.171,-1.280
1714581092159,2024-05-01T19:31:32.159,14.650,-9.573,-2.683,-1.220
1714581092169,2024-05-01T19:31:32.169,14.660,-9.329,-2.683,-0.976
1714581092179,2024-05-01T19:31:32.179,14.670,-10.488,-3.049,-1.646
1714581092189,2024-05-01T19:31:32.189,14.680,-5.976,-1.829,-1.280
1714581092199,2024-05-01T19:31:32.199,14.690,2.927,0.488,-0.183
1714581092209,2024-05-01T19:31:32.209,14.700,8.963,2.195,0.549
1714581092219,2024-05-01T19:31:32.219,14.710,8.963,2.317,0.793
1714581092229,2024-05-01T19:31:32.229,14.720,1.768,0.366,0.122
1714581092239,2024-05-01T19:31:32.239,14.730,-8.537,-2.378,-1.159
1714581092249,2024-05-01T19:31:32.249,14.740,-15.244,-4.207,-1.890
1714581092259,2024-05-01T19:31:32.259,14.750,-16.524,-4.512,-2.073
1714581092269,2024-05-01T19:31:32.269,14.760,-11.768,-3.232,-1.524
1714581092279,2024-05-01T19:31:32.279,14.770,-5.122,-1.463,-0.610
1714581092289,2024-05-01T19:31:32.289,14.780,-0.976,-0.366,-0.183
1714581092299,2024-05-01T19:31:32.299,14.790,0.610,0.122,-0.061
1714581092309,2024-05-01T19:31:32.309,14.800,-0.488,-0.183,-0.366
1714581092319,2024-05-01T19:31:32.319,14.810,-1.159,-0.427,-0.549
1714581092329,2024-05-01T19:31:32.329,14.820,-0.244,-0.244,-0.549
1714581092339,2024-05-01T19:31:32.339,14.830,1.159,0.122,-0.427
1714581092349,2024-05-01T19:31:32.349,14.840,1.829,0.366,-0.183
1714581092359,2024-05-01T19:31:32.359,14.850,-0.793,-0.244,-0.366
1714581092369,2024-05-01T19:31:32.369,14.860,-6.159,-1.707,-0.854
1714581092379,2024-05-01T19:31:32.379,14.870,-11.707,-3.293,-1.402
1714581092389,2024-05-01T19:31:32.389,14.880,-14.695,-3.963,-1.707
1714581092399,2024-05-01T19:31:32.399,14.890,-12.683,-3.598,-1.646
1714581092409,2024-05-01T19:31:32.409,14.900,-6.585,-2.012,-1.037
1714581092419,2024-05-01T19:31:32.419,14.910,0.976,0.000,-0.305
1714581092429,2024-05-01T19:31:32.429,14.920,6.585,1.585,0.366
1714581092439,2024-05-01T19:31:32.439,14.930,7.378,2.012,0.488
1714581092449,2024-05-01T19:31:32.449,14.940,3.902,1.098,0.122
1714581092459,2024-05-01T19:31:32.459,14.950,-2.012,-0.305,-0.488
1714581092469,2024-05-01T19:31:32.469,14.960,-7.317,-1.646,-1.037
